Cefepime	CDSP	PEPT2	HPECT1																																															
Cefacetrile	OAT3	OAT12																																																
Ceftibuten	OAT3	OAT12	PEPT2	HPECT1																																														
gamma-Hydroxybutyric acid	MCT12	MCT2	MCT42																																															
Cilastatin	OAT3	OAT12																																																
Tazobactam	OAT3	OAT12																																																
Valganciclovir	PEPT2	HPECT1	BMIQ11																																															
trans-2-hydroxycinnamic acid	OAT3																																																	
D-Leucine	TAT12	CD982																																																
Acetoacetic acid	MCT12	AIT	MCT2	MCT42																																														
D-Alanine	TAT12																																																	
Phosphoenolpyruvate	MATR1																																																	
Hyperforin	LST-12	ABC30																																																
Putrescine	DFNB60																																																	
Formic acid	MCT42																																																	
Staurosporine	ABC20																																																	
Prostaglandin D2	MATR1																																																	
Daidzin	MRX2																																																	
Glycochenodeoxycholic Acid	OATP	NTCP	ABC16	ASBT																																														
Platelet Activating Factor	ABC20																																																	
Glyceraldehyde-3-Phosphate	MATR1																																																	
Cyclic GMP	OAT12																																																	
Myricetin	MRP12																																																	
Cyclic adenosine monophosphate	MRP83	OAT12	MOAT-B	OAT3	NLT	ABC33																																												
gamma-Aminobutyric acid	PAT12																																																	
D-Phenylalanine	TAT12	CD982																																																
Colforsin	ABC20																																																	
Glycocholic acid	HBLRR2	OATP	LST-12																																															
Uridine	ENT1																																																	
Phthalic Acid	OATP-B																																																	
S-(Methylmercury)-L-Cysteine	LAT22	CD982																																																
D-Proline	PAT12																																																	
2-aminoisobutyric acid	TAT12																																																	
D-Lactic acid	MCT12	MCT2	MCT42																																															
beta-Alanine	TAT12																																																	
Acetylcholine	Oct.12	CDSP																																																
Acetic acid	OATP-B	MCT12																																																
Sphingosine	ABC20																																																	
D-Tryptophan	TAT12																																																	
Ubenimex	PEPT2	HPECT1																																																
Naringenin	OATP-B	ABC20	MRX2	MRP12																																														
Glutaric Acid	OAT3	NLT	OAT41	OAT12																																														
Spermidine	DFNB60	Oct.12																																																
Glucose-6-Phosphate	MATR1																																																	
Deoxycholic acid	OATP	NTCP	ABC16	ASBT																																														
alpha-D-quinovopyranose	MCT12	MCT2																																																
Benzoic acid	OATP-B	OAT3	MCT12																																															
Rhodamine 6G	MRP12	ABC20																																																
D-Tyrosine	TAT12																																																	
Phenylpyruvic acid	MCT42																																																	
Oxalic Acid	OATP-B	OAT3																																																
Urea	HUT11	UTR2																																																
D-Serine	TAT12	BMIQ11																																																
Oxamic Acid	MCT42																																																	
alpha-Ketoisovalerate	MCT12	MCT2	MCT42																																															
(1,10 Phenanthroline)-(Tri-Carbon Monoxide) Rhenium (I)	ABC30																																																	
Degraded Cephaloridine	OAT3	CDSP	OAT41	OAT12																																														
Citric acid	OATP-B																																																	
Glyoxylic acid	MCT42																																																	
Taurocholic acid	OAT12	HBLRR2	OSTA	OAT3	ABC16	SLC7A112	MCT12	ABC20	OSTB	NTCP	OATP	OATP-D	LST-12	ASBT	MRP12	MRP83	MRX2	ABC30	ABC31	OATP13	OATP12	MRP72	MOAT-B	OATP-B																										
Lactic acid	TAT12	MCT2	OATP-B	MATR1	MCT12	MCT42																																												
Thymidine	CNT3																																																	
Caprylic acid	OAT3	OAT12	OAT41																																															
Cholesterol	ABC20	MRX2																																																
beta-D-fructofuranose 1,6-bisphosphate	MATR1																																																	
Estriol	ABC20	OATP																																																
5-methyltetrahydrofolic acid	ABC30																																																	
Buformin	Oct.12																																																	
Posizolid	LST-12																																																	
Biricodar	ABC20																																																	
Voacamine	ABC20																																																	
Elacridar	ABC20	MRX2																																																
Tipifarnib	ABC20																																																	
Pimagedine	Oct.22																																																	
Alanosine	SLC7A112																																																	
Inotuzumab ozogamicin	ABC20																																																	
Acetylcysteine	OAT12	LST-12																																																
Zosuquidar	ABC20																																																	
Ferumoxytol	TF2	LFTD	FHC1																																															
Tariquidar	ABC20																																																	
Annamycin	ABC20																																																	
Lonafarnib	ABC20																																																	
Gaboxadol	PAT12																																																	
Iobenguane	NAT13																																																	
Gimatecan	LST-12																																																	
Gallium citrate Ga-67	LFTD	TR3	HFE3	FHC1																																														
Azidocillin	CDSP	PEPT2	HPECT1																																															
Ioflupane I-123	DAT																																																	
Dehydroascorbic acid	PED2																																																	
2-deoxyglucose	PED2																																																	
Tauroursodeoxycholic acid	OATP	SLC7A112																																																
Spaglumic Acid	PAT12																																																	
Temocapril	OATP	HPECT1																																																
Tetraethylammonium	EMT2	Oct.12	DFNB60	Oct.22	CDSP	OAT3	MATE1																																											
Serotonin	Oct.22																																																	
Tyramine	EMT2																																																	
Acetylcarnitine	CDSP																																																	
GS 0573	OAT12																																																	
Uric acid	OAT3	OAT12	GLUT92																																															
Hydroxyproline	PAT12																																																	
Nipecotic acid	PAT12																																																	
Leukotriene C4	HBLRR2	LST-12																																																
DADLE	LST-12																																																	
Bamet-UD2	LST-12																																																	
cis-Diamminechlorocholylglycinateplatinum(II)	LST-12																																																	
DPDPE	HBLRR2																																																	
Cholecystokinin	OATP-B	HBLRR2	LST-12																																															
Gabapentin enacarbil	AIT	SMVT																																																
Gadoxetic acid	HBLRR2	ABC30	MOAT-B	ABC31	LST-12																																													
Carfilzomib	ABC20																																																	
Arbaclofen Placarbil	MCT12																																																	
Afatinib	ABC20	MRX2																																																
Cefaloridine	OAT3	OAT12																																																
Ledipasvir	ABC20	MRX2																																																
Avibactam	OAT3	ABC30																																																
Edoxaban	ABC20																																																	
Technetium Tc-99m mebrofenin	HBLRR2	LST-12																																																
Sincalide	HBLRR2																																																	
Sodium citrate	SEA2	ODC2	EIEE25	NADC1																																														
Technetium Tc-99m sestamibi	MRP12	ABC20																																																
Etoperidone	NAT13	HTT2	DAT																																															
Eluxadoline	OAT3	LST-12	ABC30																																															
Fimasartan	LST-12	MRX2																																																
Polyethylene glycol	ABC20																																																	
Sacubitril	HBLRR2	LST-12																																																
Sodium phosphate, monobasic	NAPI-3B	HHRH	PIT12	FRTS2	GLVR-2																																													
Magnesium carbonate	SLC41A1-L2	ALSPDC	CHAK2	ACDP2																																														
Iobenguane sulfate I-123	NAT13																																																	
Potassium nitrate	EMA2																																																	
Potassium bicarbonate	BSC	BSC1																																																
Alectinib	ABC20	MRX2																																																
Monensin	ABC20																																																	
Salinomycin	ABC20																																																	
Bilastine	OATP-B	OATP	ABCB5alpha																																															
Tafamidis	OAT3	OAT12	MRX2																																															
Latanoprostene bunod	OATP-B																																																	
Cabotegravir	OAT3	OAT12																																																
Talazoparib	ABC20	MRX2																																																
Valspodar	ABC20	HBLRR2	LST-12																																															
Sarecycline	ABC20																																																	
Edaravone	OAT3	OAT12																																																
Relebactam	OAT3	MATE2	OAT41	MATE1																																														
Nafamostat	Oct.12	Oct.22																																																
Plazomicin	MATE2	MATE1																																																
Pilsicainide	ABC16																																																	
Laniquidar	ABC20																																																	
Pradigastat	OAT3																																																	
Fluciclovine (18F)	MOAT-B																																																	
Levomenol	HBLRR2	LST-12																																																
Parachlorophenol	HBLRR2																																																	
Valinomycin	ABC20	ABC16																																																
Hycanthone	ABC20																																																	
Concanamycin A	ABC20																																																	
Dofequidar	ABC20																																																	
ONT-093	ABC20																																																	
Loxicodegol	ABC20																																																	
Potassium	BSC1	CMT2DD																																																
Sodium phosphate, dibasic	NAPI-3B	HHRH	PIT12	FRTS2	GLVR-2																																													
Sodium phosphate, monobasic, unspecified form	NAPI-3B	HHRH	PIT12	FRTS2	GLVR-2																																													
Lithium carbonate	BESC3	BESC2	BESC1																																															
Estriol tripropionate	ABC20	OATP																																																
Lypressin	ABC30																																																	
Polymyxin B	PEPT2																																																	
Solriamfetol	DFNB60	CDSP	Oct.22																																															
Ferric derisomaltose	TR3	HFE3																																																
Lepirudin	PT																																																	
Cetuximab	C1QB	C1Q-C	CD321	CD161	CD64	CD162	ERBB	C1QA																																										
Denileukin diftitox	p553	CD122	CD132																																															
Etanercept	C1QB	C1Q-C	CD321	DIF	CD161	CD323	CD322	CD64	CD162	LT	C1QA																																							
Leuprolide	GNRHR1																																																	
Alteplase	PAI1	CD87	Fib2	PLG																																														
Sermorelin	IGHD1B2																																																	
Darbepoetin alfa	EPO-R																																																	
Goserelin	HHG2	GNRHR1																																																
Reteplase	Fib2	PAI1	PLG																																															
Erythropoietin	EPO-R																																																	
Salmon calcitonin	CRT1																																																	
Sargramostim	CD116	MBP3	CD123	HSPG2	CD131																																													
Thyrotropin alfa	CHNG1																																																	
Anakinra	CD121A																																																	
Human immunoglobulin G	CO42	CD321	C4B_22	CD161	CD323	IGFR12	CD322	C5D	CD64	CD162	ASP3																																							
Anistreplase	Fib2	PAI1	PLG																																															
Tenecteplase	CNX	PAI1	CRT2	PAI2	LRP2	TN2	Fib2	ANX2	CD87	K82	PLG																																							
Menotropins	HHG2	FSHR1																																																
Coagulation factor VIIa Recombinant Human	F32	TFI2	FX1	SPCA	VKCFD1																																													
Oprelvekin	CRSDA																																																	
Palifermin	HSPG1	BFGFR	CD334	BBDS	NRP2	ACH																																												
Glucagon	GLP2R	GLP-12	GGR																																															
Botulinum Toxin Type B	SPAX11	CMS7	SYB2																																															
Omalizumab	MS4A22	FCE1A																																																
Lutropin alfa	HHG2																																																	
Lyme disease vaccine (recombinant OspA)	CD282																																																	
Collagenase clostridium histolyticum	EDS4A	EDSARTH1	ANFH	OI42																																														
Cetrorelix	HHG2	GNRHR1																																																
Adalimumab	DIF																																																	
Somatotropin	GHBP	HPRL																																																
Abciximab	V75	CD321	BDPLT162	BDPLT161	CD322																																													
Drotrecogin alfa	CAP3	PAI-3	PAI1	CXCL4	FVL	CCCA	TM2	AHF	PT	PSA3																																								
Gemtuzumab ozogamicin	SIGLEC-3	CD161	CD64	CD162																																														
Alpha-1-proteinase inhibitor	ELA2																																																	
Pegademase	ASH																																																	
Eptifibatide	BDPLT162																																																	
Infliximab	DIF																																																	
Follitropin	FSHR1																																																	
Trastuzumab	CD340																																																	
Rituximab	B11																																																	
Basiliximab	p553	CD122																																																
Muromonab	CD3-ZETA	CD3-DELTA	IMD18	CD162	CD3-GAMMA																																													
Ibritumomab tiuxetan	B11																																																	
Tositumomab	B11	CD322																																																
Botulinum toxin type A	CMS18	ARH6																																																
Alemtuzumab	CD321	CDW52	CD161	CD323	CD322	CD64	CD162																																											
Capromab pendetide	FGCP																																																	
Alefacept	CD161	CD162	LFA-2																																															
Felypressin	AVPR V1a																																																	
Urofollitropin	FSHR1																																																	
Efalizumab	SLEB62	CD11A																																																
Choriogonadotropin alfa	HHG2	FSHR1																																																
Antithymocyte immunoglobulin (rabbit)	HLALS	BDPLT162	CD29	CD51	CD11	CD322	CD4mut	B7-2	CD11A																																									
Filgrastim	ELA2	CD114																																																
Coagulation Factor IX (Recombinant)	FXI	LRP2	AHF	FX1	PT	SPCA	VKCFD1																																											
Becaplermin	A2MD	CD140A	CD140B																																															
Abarelix	GNRHR1																																																	
Natalizumab	CD162	CD64	BB22	CD49D																																														
Palivizumab	C1QB	C1Q-C	CD161	EDSPD1	CD322	CD64	CD162	C1QA																																										
Daclizumab	C1QB	C1Q-C	CD321	CD122	CD162	CD161	CD323	EDSPD1	CD322	CD64	p553	C1QA																																						
Bevacizumab	C1QB	C1Q-C	CD321	CD161	CD323	MVCD1	CD322	CD64	C1QA																																									
Technetium Tc-99m arcitumomab	BGP2																																																	
Pyridoxal phosphate	SHMT2	GCE3	CCBL2	AADC	ODC1	CTH1	GABA-AT	ODC1L2	HSAN1	GAD65	ALAS-E	CMF608	ADC2	AGXT2L2	BCATC	PYGM	LP2	SPT32	HEL-S-302	AGT2	MCS3	CBSL2	HDC1	PP182	SCL3	KBL	AGT2	SDH3	AST1	PLP4	ALT2	SDH 2	GACR	ALAS	ISO12	CSHMT	CSD2	KYNUU	GPT2	HSN1C	TAT1	CPSQ1	NPHS14	KAT41	CCBL1	GPBB	PSA5	KAT2	HUSSY-08	EPVB6D
Ornithine	ARG2	OCTD2	ATRC2	ORC22	ORC12	ARG11	ATRC1	AZ11	GACR	AT2																																								
N-Acetylglucosamine	B4Gal-T4	APAA	RBP1	GTB2	GNK	CMT2V																																												
Phosphatidyl serine	NSMASE2	ATPASEII	PSS12	NET13	PRKACA2	PSD2	CD36L1	DGKdelta	PSS22	DAGK3																																								
Pyridoxal	C21orf124																																																	
Baclofen	GABABR1	EIEE59																																																
Ethchlorvynol	GABRE	GABRG1	EIEE45	THETA	ICEE2	GABRG3	EIG10	GABRA3	GABRP	GABRA2	ECA22	GABRA6	EJM2	ECA5	GABRA5	GABRA4																																		
Carbidopa	AADC																																																	
Indecainide	HH12																																																	
Adapalene	NR2B3	DAUDI6	CD282	NR1B1	NR1B3	AP-13	NR2B1	AST1	HAP2																																									
Remikiren	HNFJ2																																																	
Bethanidine	ADRA2L2	BETA3AR	ADRB2R	ADRB1R	KIR1.1	ADRA2L1	ADRA2																																											
Oxyphenonium	HM1																																																	
Isoetharine	ADRB1R	ADRB2R																																																
Diflorasone	GCCR																																																	
Guanadrel	NAT13																																																	
Methyclothiazide	BSC1	CA-II	CAIV	CA-I																																														
Milrinone	CGI-PDE																																																	
Butalbital	ICEE2	GABRP	NACHRA72	GABRE	THETA	GABRA6	GABRA5	GABRA4	GLUR21	BFNC1	ECA22	GABRG3	GABRG1	EIEE45	EIG10	GABRA3	GABRA2	EJM2	ECA5	EAA4																														
Carmustine	GR2																																																	
Betazole	HRH22																																																	
Pamidronic acid	CPP32	FPPS	GGPPS	APAF-3																																														
Acarbose	MG	AMY21	LYAG	SI1																																														
Travoprost	FP1																																																	
Raltitrexed	FPGS	TS4																																																
Dapiprazole	ADRA11	ADRA12	ADRA1A2																																															
Talbutal	ICEE2	GABRP	NACHRA72	GABRE	THETA	GABRA6	GABRA5	GABRA4	GLUR21	BFNC1	ECA22	GABRG3	GABRG1	EIEE45	EIG10	GABRA3	GABRA2	EJM2	ECA5	EAA4																														
Ibutilide	CAB11	K2p6.1	BIR	CACNA2	ERG32	CACNLG	CACH2	DPK1	ERG-11	ERG-2																																								
Metixene	HM1	HM4	HM2	HM5	PBS2																																													
Nitisinone	4-HPPD																																																	
Buclizine	HM1	HRH12																																																
Sucralfate	FGG	HEL-S-78p	HOMG4	Pg5	Fib2	BFGF																																												
Doxylamine	HM1	CAR5	HM4	HM2	HM5	PBS2	HRH12																																											
Meprobamate	GABRE	GABRG1	EIEE45	THETA	ICEE2	GABRG3	EIG10	GABRA3	GABRP	GABRA2	ECA22	GABRA6	EJM2	ECA5	GABRA5	GABRA4																																		
Thiethylperazine	D2DR																																																	
Trihexyphenidyl	HM1	HM4	HM2	HM5	PBS2																																													
Dexrazoxane	TOP2	TOPIIB																																																
Oxyphencyclimine	HM1	PBS2	HM2																																															
Valrubicin	TOP2																																																	
Procyclidine	HM1	PBS2	HM4	HM2																																														
Ceruletide	CCK-A																																																	
Dexbrompheniramine	HRH12																																																	
Ardeparin	D22S673	AT31																																																
Loxapine	5-HT2A	HM4	5-HT6	5-HT-1A	HTR32	DBDR	DADR1	ADRB1R	H44	D3DR	ADRA2L1	5-HT-1B	HM1	ADRA1A2	HM2	PBS2	ADRA12	5-HT7	HRH22	HRH12	D2DR	ADRA2L2	HTT2	5-HT1C	5-HT1D	NAT13	5-HT5A	DAT	5-HT1E	HM5	D4DR	ADRA2																		
Metocurine iodide	CHRNA2																																																	
Phenoxymethylpenicillin	HPECT1																																																	
Miglustat	GCS2																																																	
Methylphenidate	NAT13	DAT	5-HT-1A																																															
Methocarbamol	CA-I																																																	
Hyoscyamine	HM1	PBS2	HM4	HM2																																														
Triprolidine	HRH12																																																	
Carboprost tromethamine	EP1																																																	
Lindane	HKPX2	EIEE45	NR3C3	SAR3	HKPX11	GABRR1	GLR	GLRA3	ECA5	ER2																																								
Dipivefrin	ACEE	ADRA1A2	BCHED	ADRB2R	ADRA2																																													
Droperidol	D2DR	ADRA1A2																																																
Framycetin	NPYR2																																																	
Methscopolamine bromide	HM1	PBS2	HM2																																															
Metharbital	ICEE2	GABRP	NACHRA72	GABRE	THETA	GABRA6	GABRA5	GABRA4	GLUR21	BFNC1	ECA22	GABRG3	GABRG1	EIEE45	EIG10	GABRA3	GABRA2	EJM2	ECA5	EAA4																														
Sodium tetradecyl sulfate	APC2	PSA3																																																
Hexylcaine	FEPS2	HH12																																																
Chlordiazepoxide	GABRE	GABRG1	EIEE45	THETA	ICEE2	GABRG3	EIG10	GABRA3	GABRP	GABRA2	ECA22	GABRA6	EJM2	ECA5	GABRA5	GABRA4																																		
Gallamine triethiodide	HM1	ACEE	HM2	HM5	CHRNA2																																													
Phenindione	EDTP308																																																	
Levallorphan	MOR12																																																	
Tridihexethyl	HM1	PBS2	HM2																																															
Acetyldigitoxin	CMT2DD																																																	
Anisotropine methylbromide	HM1	PBS2	HM2																																															
Bentiromide	TMPRSS1																																																	
Metolazone	NCC																																																	
Chlormerodrin	BSC1	SSADH																																																
Pyridostigmine	HSA	BCHED	ACEE																																															
Desoximetasone	GCCR																																																	
Azelaic acid	3o5bred	CMM82	SRD5A2																																															
Acetohydroxamic acid	MME2																																																	
Pentostatin	ADA																																																	
Zanamivir	SIAL2																																																	
Doxapram	K2p3.1	K2p9.1																																																
Benzthiazide	NCC	CAIV	CAIII	CA-VI	CAXiV	CA-VII	CA5	CAXIII	CA-VB	CAIX	CA-XII	CA-I	CA-II																																					
Cisatracurium	CHRNA2																																																	
Fondaparinux	FX1	AT31																																																
Mazindol	NAT13	PKDYS2	DAT	HTT2																																														
Cinalukast	CYSLT1																																																	
Monobenzone	CMM82																																																	
Metaraminol	ADRA1A2																																																	
Butorphanol	K-OR-1	MOR12	DOP																																															
Candoxatril	NEP2	ACE1																																																
Demeclocycline	ADHR1																																																	
Bacitracin	INSULYSIN	A2MD																																																
Alendronic acid	FPPS	ARCL2D	HPTPE	MEG	PTPSIGMA																																													
Gonadorelin	GNRHR1																																																	
Dyclonine	FEPS2																																																	
Dyphylline	DPDE4	ACRDYS2	DPDE1	DPDE2	RDC7	A2aR																																												
Magnesium sulfate	CAB11	CAB3	CACH3	AIED	APCA	CACH2	CACNLB2	CACNL1A3	CAB4																																									
Mecamylamine	BFNC1	EFNL3	CHRNA2	NACHRA72																																														
Nafarelin	GNRHR1																																																	
Pirenzepine	HM1																																																	
Moricizine	HH12																																																	
Pentosan polysulfate	BFGF	FGF-4	ECGF2																																															
Phentolamine	ADRA11	ADRA12	ADRA1A2	ADRA2																																														
Porfimer sodium	FH3	CD64																																																
Ibandronate	FPPS	GGPPS																																																
Nedocromil	EL52	DP2	CYSLT1	FMLP	GPCR212																																													
Methoxamine	ADRA11	ADRA12	ADRA1A2																																															
Homatropine methylbromide	HM1	HM4	HM2	HM5	PBS2																																													
Atracurium besylate	CHRNA2																																																	
Pralidoxime	BCHED	ACEE																																																
Naftifine	SQLE																																																	
Carbinoxamine	HRH12																																																	
Prilocaine	HH12																																																	
Hexachlorophene	CBT1	GDH1	ER2																																															
Metyrosine	DYT142																																																	
Benzquinamide	HM1	HM4	HM2	HM5	PBS2	HRH12																																												
Clidinium	HM1																																																	
Tirofiban	BDPLT161	BDPLT162																																																
Propiomazine	HM1	5-HT2A	D2DR	HM4	ADRA1A2	HM5	HM2	5-HT1C	PBS2	HRH12																																								
Propantheline	HM1																																																	
Cryptenamine	ADRB1R	BETA3AR	HM2	ADRB2R																																														
Marimastat	CHDS6	AI2A2	MIFR1	MMP202	MME2	SL-3	MMP-24	CLG3	SL-2	CODA1	MMP-15	C8orf57	CLG4B	MMP253	MMP-17	CLG4	MMP-7	CLG1	MMP212	MMP-27	CLGN2	MMP-14	MMP26																											
Gadopentetic acid	6PGD																																																	
Tolazoline	ADRA2L2	ADRA1A2	HRH12	HRH22	ADRA2L1	ADRA2																																												
Fenoldopam	ADRA2L2	ADRA1A2	DBDR	DADR1	ADRA11	ADRA12	ADRA2L1	ADRA2																																										
Halazepam	GABRE	GABRG1	EIEE45	THETA	ICEE2	GABRG3	EIG10	GABRA3	GABRP	GABRA2	ECA22	GABRA6	EJM2	ECA5	GABRA5	GABRA4																																		
Dicyclomine	HM1	HM2																																																
Proparacaine	FEPS2																																																	
Tropicamide	HM1	PBS2	HM4	HM2																																														
Orciprenaline	ADRB2R																																																	
Enprofylline	DPDE4	A3AR	ADORA22	DPDE2	RDC7	A2aR																																												
Phenmetrazine	NAT13	DAT																																																
Brompheniramine	HM1	HM4	HM2	HM5	PBS2	HRH12																																												
Progabide	GABABR1	EJM2																																																
Clocortolone	GCCR																																																	
Nalbuphine	K-OR-1	MOR12	DOP																																															
Levamisole	ALPPL	LNCR21																																																
Levorphanol	K-OR-1	MOR12	DOP																																															
Guaifenesin	EIEE27	GluN2C	EB11	EPND	GluN3A	GluN3B	GluN1																																											
Omapatrilat	NEP2	ACE1																																																
Dienestrol	ABP2	ER2																																																
Testolactone	ARO																																																	
Benzylpenicilloyl polylysine	FCE1A	FCRG																																																
Remifentanil	K-OR-1	MOR12	DOP																																															
Bitolterol	ADRB2R																																																	
Methdilazine	HRH12																																																	
Anileridine	MOR12																																																	
Ketotifen	HRH12	6PGD																																																
Levosimendan	BIR	KIR6.1	CGI-PDE	TN-C2																																														
Misoprostol	EP3	EP21	EP1	EP4																																														
Oxymetazoline	ADRA2L2	ADRA1A2	ADRA11	ADRA12	ADRA2L1	ADRA2																																												
Diethylpropion	NAT13	DAT																																																
Hexafluronium	BCHED																																																	
Cycrimine	HM1																																																	
Demecarium	BCHED	ACEE																																																
Mepivacaine	FEPS2																																																	
Apraclonidine	ADRA2L1	ADRA1A2	ADRA2																																															
Physostigmine	BFNC1	EFNL3	ACEE																																															
Nandrolone phenpropionate	AR2																																																	
Dimenhydrinate	HRH12																																																	
Glycopyrronium	HM1	PBS2	HM2																																															
Rivastigmine	BCHED	ACEE																																																
Oxaprozin	COX22	COX12																																																
Neomycin	CAR1																																																	
Cromoglicic acid	MIG9																																																	
Edrophonium	BCHED	ACEE																																																
Balsalazide	CIMT1	5-LO	COX22	COX12																																														
Bethanechol	HM1	PBS2	HM4	HM2																																														
Phylloquinone	BGP1	VKCFD1																																																
Amlexanox	IL-3	S100A13	MRP62	ECGF2																																														
Ethinamate	CA-II	CA-I																																																
Cerulenin	FAS2																																																	
Carphenazine	DBDR	DADR1	D2DR																																															
Mimosine	CSHMT	CMM82	GDCF-2																																															
Acetophenazine	D2DR	AR2																																																
Dihydrotachysterol	VDR2																																																	
Etidronic acid	ANT2	AAC12	ARCL2D	AAC22	PTPSIGMA																																													
Deslanoside	CMT2DD																																																	
Diphenoxylate	MOR12	DOP																																																
Emedastine	HRH12																																																	
Deserpidine	PKDYS2																																																	
Pentolinium	LNCR21	CHRNB4	CHRNA10																																															
Butenafine	SQLE																																																	
Flucytosine	AIM3																																																	
Arbutamine	ADRB1R	BETA3AR	ADRB2R																																															
Levocabastine	HRH12	NTR2																																																
Methyprylon	GABRE	GABRG1	EIEE45	THETA	ICEE2	GABRG3	EIG10	GABRA3	GABRP	GABRA2	ECA22	GABRA6	EJM2	ECA5	GABRA5	GABRA4																																		
Papaverine	ADSD2	DPDE4																																																
Phenacemide	SCN12																																																	
Proflavine	PT																																																	
Anisindione	VKCFD1																																																	
Diclofenamide	CAIV	CAIII	CA-VII	CA-I	CA-II																																													
Diphenylpyraline	HRH12	DAT																																																
Flavoxate	HM1	HM2																																																
Bretylium	CMT2DD																																																	
Calcium chloride	S100A13																																																	
Guanethidine	NAT13																																																	
Chlormezanone	BPBS																																																	
Podofilox	ALS22	TOP2	TUBB2																																															
Rescinnamine	ACE1																																																	
Ciclopirox	CMT2DD																																																	
Flumazenil	GABRE	GABRG1	EIEE45	THETA	ICEE2	GABRG3	EIG10	GABRA3	GABRP	GABRA2	ECA22	GABRA6	EJM2	ECA5	GABRA5	GABRA4																																		
Ridogrel	TS3	BDPLT13																																																
Dezocine	K-OR-1	MOR12																																																
Mivacurium	PBS2	HM2	CHRNA2	BCHED																																														
Diphenidol	HM1	PBS2	HM2																																															
Epoprostenol	IP1	CYP8	ADPG-R																																															
Alimemazine	HRH12																																																	
Isocarboxazid	BRNRS	MAOB																																																
Olsalazine	TPMTD	IFG																																																
Eculizumab	C5D																																																	
Panitumumab	ERBB																																																	
Ranibizumab	MVCD1																																																	
Idursulfase	PP172																																																	
Alglucosidase alfa	CD-M6PR																																																	
Pramlintide	CRT1	RAMP1	RAMP3	RAMP2																																														
Galsulfase	PP172																																																	
Abatacept	B7	B7-2																																																
Carbetocin	OT-R																																																	
Tetracosactide	ACTHR																																																	
Fenoterol	ADRB1R	BETA3AR	ADRB2R																																															
Pirbuterol	ADRB1R	ADRB2R																																																
Glucosamine	DIF	p1002	CLG4B	IFG																																														
Quinethazone	NCC	BSC1	CA-I	BSC	CA-II																																													
Metocurine	CHRNA2	HM2																																																
Dihydroquinidine barbiturate	EJM2																																																	
Forasartan	AG2S																																																	
Potassium cation	CMT2DD																																																	
Quinidine barbiturate	GLUR21	GABRA2	HH12	EJM2	DPK1																																													
Saprisartan	AG2S																																																	
Amobarbital	GLUR21	GABRA3	GABRA2	BFNC1	GABRA6	EJM2	NACHRA72	EAA4	GABRA5	GABRA4																																								
Butobarbital	GLUR21	GABRA3	GABRA2	BFNC1	GABRA6	EJM2	NACHRA72	EAA4	GABRA5	GABRA4																																								
Heptabarbital	GLUR21	GABRA3	GABRA2	BFNC1	GABRA6	EJM2	NACHRA72	EAA4	GABRA5	GABRA4																																								
Lithium cation	GSK3B	GLUR-C	IMPA2	IMP1																																														
Ephedra sinica root	CGAT	DAT	ADRA2L2	PKDYS2	HTT2	BETA3AR	ADRB2R	BRNRS	MAOB	ADRB1R	NAT13	ADRA2L1	ADRA2																																					
Mephentermine	ADRA2L2	BETA3AR	ADRA1A2	ADRB2R	ADRA11	ADRA12	ADRB1R	ADRA2L1	ADRA2																																									
Procaterol	ADRB2R																																																	
Calcium	TNNC2	GIG36	CAM22	ABP1	MIF4	MIF3	CAN19	MED4	CP-2	IAP2	ELF	S100A13	BS-17	BMP2B	TN-C2	ALG-2	EFMR	S1002	CACH2	ATP2C1A																														
Aluminium monostearate	HD-VDAC3	PORIN	POR2	TN-C2																																														
Magnesium cation	CMT2DD																																																	
Glymidine	KIR1.1	PHHI2																																																
Salsalate	COX22	COX12																																																
Choline magnesium trisalicylate	COX22	COX12																																																
Ginseng	HGF2	bHLHe76	COX22																																															
Antrafenine	COX22	COX12																																																
Nitroxoline	MAP22																																																	
Alizapride	D2DR																																																	
Amrinone	DPDE4	ACRDYS2	DPDE1	DIF	DPDE2	HcGIP1	CGI-PDE																																											
Oxybenzone	ER-BETA	ER2	NR3C3	AR2																																														
Almitrine	CMT2DD																																																	
Allylestrenol	ER2	NR3C3																																																
Methadyl acetate	MOR12																																																	
Phenazopyridine	SCN12																																																	
3-Methylthiofentanyl	K-OR-1	MOR12	DOP																																															
MMDA	5-HT2A	CGAT	DAT	PKDYS2	HTT2	BRNRS	MAOB	NAT13																																										
Dimethylthiambutene	MOR12	DOP																																																
Fencamfamin	DAT																																																	
1-Testosterone	AR2																																																	
Dimethyltryptamine	5-HT2A	5-HT6	ALS16																																															
Camazepam	GABRE	GABRG1	EIEE45	THETA	ICEE2	GABRG3	EIG10	GABRA3	GABRP	GABRA2	ECA22	GABRA6	EJM2	ECA5	GABRA5	GABRA4																																		
Dihydro-2-thioxo-5-((5-(2-(trifluoromethyl)phenyl)-2-furanyl)methyl)-4,6(1H,5H)-pyrimidinedione	GLUR21	GABRA3	GABRA2	BFNC1	GABRA6	EJM2	NACHRA72	EAA4	GABRA5	GABRA4																																								
Etorphine	DOP	LPH2	K-OR-1	MOR12	CAR6	KOR-3																																												
Delorazepam	GABRE	GABRG1	EIEE45	THETA	ICEE2	GABRG3	EIG10	GABRA3	GABRP	GABRA2	ECA22	GABRA6	EJM2	ECA5	GABRA5	GABRA4																																		
